year,month,period,race_name,race_name_kana,year_dispname,race_grade,race_track,fleld_type,distance,distance_range,direction,is_special
3,2,後半,北九州短距離ステークス,きたきゅうしゅうたんきょりすてーくす,シニア,OP,小倉,芝,1200m,短距離,右,false
3,2,後半,中山記念,なかやまきねん,シニア,G2,中山,芝,1800m,マイル,右内,false
3,2,後半,フェブラリーステークス,ふぇぶらりーすてーくす,シニア,G1,東京,ダート,1600m,マイル,左,false
3,2,後半,ダイヤモンドステークス,だいやもんどすてーくす,シニア,G3,東京,芝,3400m,長距離,左,false
3,2,後半,総武ステークス,そうぶすてーくす,シニア,OP,中山,ダート,1800m,マイル,右,false
3,2,後半,小倉大賞典,こくらだいしょうてん,シニア,G3,小倉,芝,1800m,マイル,右,false
3,2,後半,阪急杯,はんきゅうはい,シニア,G3,阪神,芝,1400m,短距離,右内,false
3,2,後半,京都ウマ娘ステークス,きょうとうまむすめすてーくす,シニア,G3,京都,芝,1400m,短距離,右外,false
3,3,前半,仁川ステークス,にがわすてーくす,シニア,OP,阪神,ダート,2000m,中距離,右,false
3,3,前半,東風ステークス,こちすてーくす,シニア,OP,中山,芝,1600m,マイル,右外,false
3,3,前半,金鯱賞,きんこしょう,シニア,G2,中京,芝,2000m,中距離,左,false
3,3,前半,エンプレス杯,えんぷれすはい,シニア,G2,川崎,ダート,2100m,中距離,左,false
3,3,前半,ポラリスステークス,ぽらりすすてーくす,シニア,OP,阪神,ダート,1400m,短距離,右,false
3,3,前半,中山ウマ娘ステークス,なかやまうまむすめすてーくす,シニア,G3,中山,芝,1800m,マイル,右内,false
3,3,前半,大阪城ステークス,おおさかじょうすてーくす,シニア,OP,阪神,芝,1800m,マイル,右外,false
3,3,前半,オーシャンステークス,おーしゃんすてーくす,シニア,G3,中山,芝,1200m,短距離,右外,false
3,3,後半,大阪杯,おおさかはい,シニア,G1,阪神,芝,2000m,中距離,右内,false
3,3,後半,千葉ステークス,ちばすてーくす,シニア,OP,中山,ダート,1200m,短距離,右,false
3,3,後半,マーチステークス,まーちすてーくす,シニア,G3,中山,ダート,1800m,マイル,右,false
3,3,後半,日経賞,にっけいしょう,シニア,G2,中山,芝,2500m,長距離,右内,false
3,3,後半,高松宮記念,たかまつのみやきねん,シニア,G1,中京,芝,1200m,短距離,左,false
3,3,後半,ダイオライト記念,だいおらいときねん,シニア,G2,船橋,ダート,2400m,中距離,左,false
3,3,後半,六甲ステークス,ろっこうすてーくす,シニア,OP,阪神,芝,1600m,マイル,right外,false
3,3,後半,阪神大賞典,はんしんだいしょうてん,シニア,G2,阪神,芝,3000m,長距離,右内,false
3,4,前半,阪神ウマ娘ステークス,はんしんうまむすめすてーくす,シニア,G2,阪神,芝,1600m,マイル,右外,false
3,4,前半,春雷ステークス,しゅんらいすてーくす,シニア,OP,中山,芝,1200m,短距離,右外,false
3,4,前半,マリーンカップ,まりーんかっぷ,クラシック/シニア,G3,船橋,ダート,1600m,マイル,左,false
3,4,前半,福島民報杯,ふくしまみんぽうはい,シニア,OP,福島,芝,2000m,中距離,右,false
3,4,前半,京葉ステークス,けいようすてーくす,シニア,OP,中山,ダート,1200m,短距離,右,false
3,4,前半,吾妻小富士ステークス,あづまこふじすてーくす,シニア,OP,福島,ダート,1700m,マイル,右,false
3,4,前半,ダービー卿チャレンジトロフィー,だーびーきょうちゃれんじとろふぃー,シニア,G3,中山,芝,1600m,マイル,右外,false
3,4,前半,コーラルステークス,こーらるすてーくす,シニア,OP,阪神,ダート,1400m,短距離,右,false
3,4,前半,アンタレスステークス,あんたれすすてーくす,シニア,G3,阪神,ダート,1800m,マイル,右,false
3,4,後半,天王山ステークス,てんのうざんすてーくす,シニア,OP,京都,ダート,1200m,短距離,右,false
3,4,後半,天皇賞（春）,てんのうしょうはる,シニア,G1,京都,芝,3200m,長距離,右外,false
3,4,後半,福島ウマ娘ステークス,ふくしまうまむすめすてーくす,シニア,G3,福島,芝,1800m,マイル,右,false
3,4,後半,マイラーズカップ,まいらーずかっぷ,シニア,G2,京都,芝,1600m,マイル,right外,false
3,4,後半,東京スプリント,とうきょうすぷりんと,シニア,G3,大井,ダート,1200m,短距離,右,false
3,4,後半,オアシスステークス,おあしすすてーくす,シニア,OP,東京,ダート,1600m,マイル,左,false
3,5,前半,メトロポリタンステークス,めとろぽりたんすてーくす,シニア,OP,東京,芝,2400m,中距離,左,false
3,5,前半,新潟大賞典,にいがただいしょうてん,シニア,G3,新潟,芝,2000m,中距離,左外,false
3,5,前半,谷川岳ステークス,たにがわだけすてーくす,シニア,OP,新潟,芝,1600m,マイル,左外,false
3,5,前半,都大路ステークス,みやこおおじすてーくす,シニア,OP,京都,芝,1800m,マイル,right外,false
3,5,前半,鞍馬ステークス,くらますてーくす,シニア,OP,京都,芝,1200m,短距離,右内,false
3,5,前半,ヴィクトリアマイル,ゔぃくとりあまいる,シニア,G1,東京,芝,1600m,マイル,左,false
3,5,前半,京王杯スプリングカップ,けいおうはいすぷりんぐかっぷ,シニア,G2,東京,芝,1400m,短距離,左,false
3,5,前半,かしわ記念,かしわきねん,シニア,G1,船橋,ダート,1600m,マイル,左,false
3,5,前半,栗東ステークス,りっとうすてーくす,シニア,OP,京都,ダート,1400m,短距離,右,false
3,5,前半,ブリリアントステークス,ぶりりあんとすてーくす,シニア,OP,東京,ダート,2100m,中距離,左,false
3,5,後半,韋駄天ステークス,いだてんすてーくす,シニア,OP,新潟,芝,1000m,短距離,直線,false
3,5,後半,安土城ステークス,あづちじょうすてーくす,シニア,OP,京都,芝,1400m,短距離,right外,false
3,5,後半,欅ステークス,けやきすてーくす,シニア,OP,東京,ダート,1400m,短距離,左,false
3,5,後半,メイステークス,めいすてーくす,シニア,OP,東京,芝,1800m,マイル,左,false
3,5,後半,目黒記念,めぐろきねん,シニア,G2,東京,芝,2500m,長距離,左,false
3,5,後半,平安ステークス,へいあんすてーくす,シニア,G3,京都,ダート,1900m,中距離,右,false
3,6,前半,安田記念,やすだきねん,クラシック/シニア,G1,東京,芝,1600m,マイル,左,false
3,6,前半,スレイプニルステークス,すれいぷにるすてーくす,クラシック/シニア,OP,東京,ダート,2100m,中距離,左,false
3,6,前半,天保山ステークス,てんぽうざんすてーくす,クラシック/シニア,OP,阪神,ダート,1400m,短距離,右,false
3,6,前半,鳴尾記念,なるおきねん,クラシック/シニア,G3,阪神,芝,2000m,中距離,右内,false
3,6,前半,マーメイドステークス,まーめいどすてーくす,クラシック/シニア,G3,阪神,芝,2000m,中距離,右内,false
3,6,前半,エプソムカップ,えぷそむかっぷ,クラシック/シニア,G3,東京,芝,1800m,マイル,左,false
3,6,後半,米子ステークス,よなごすてーくす,クラシック/シニア,OP,阪神,芝,1600m,マイル,right外,false
3,6,後半,帝王賞,ていおうしょう,シニア,G1,大井,ダート,2000m,中距離,右,false
3,6,後半,パラダイスステークス,ぱらだいすすてーくす,クラシック/シニア,OP,東京,芝,1400m,短距離,左,false
3,6,後半,大沼ステークス,おおぬますてーくす,クラシック/シニア,OP,函館,ダート,1700m,マイル,右,false
3,6,後半,函館スプリントステークス,はこだてすぷりんとすてーくす,クラシック/シニア,G3,函館,芝,1200m,短距離,右,false
3,6,後半,宝塚記念,たからづかきねん,クラシック/シニア,G1,阪神,芝,2200m,中距離,右内,false
3,6,後半,アハルテケステークス,あはるてけすてーくす,クラシック/シニア,OP,東京,ダート,1600m,マイル,左,false
3,6,後半,三宮ステークス,さんのみやすてーくす,クラシック/シニア,OP,阪神,ダート,1800m,マイル,右,false
3,7,前半,マリーンステークス,まりーんすてーくす,クラシック/シニア,OP,函館,ダート,1700m,マイル,右,false
3,7,前半,巴賞,ともえしょう,クラシック/シニア,OP,函館,芝,1800m,マイル,右,false
3,7,前半,CBC賞,しーびーしーしょう,クラシック/シニア,G3,中京,芝,1200m,短距離,左,false
3,7,前半,プロキオンステークス,ぷろきおんすてーくす,クラシック/シニア,G3,中京,ダート,1400m,短距離,左,false
3,7,前半,スパーキングレディーカップ,すぱーきんぐれでぃーかっぷ,クラシック/シニア,G3,川崎,ダート,1600m,マイル,左,false
3,7,前半,函館記念,はこだてきねん,クラシック/シニア,G3,函館,芝,2000m,中距離,右,false
3,7,前半,七夕賞,たなばたしょう,クラシック/シニア,G3,福島,芝,2000m,中距離,右,false
3,7,前半,名鉄杯,めいてつはい,クラシック/シニア,OP,中京,ダート,1800m,マイル,左,false
3,7,後半,中京記念,ちゅうきょうきねん,クラシック/シニア,G3,中京,芝,1600m,マイル,左,false
3,7,後半,クイーンステークス,くいーんすてーくす,クラシック/シニア,G3,札幌,芝,1800m,マイル,右,false
3,7,後半,アイビスサマーダッシュ,あいびすさまーだっしゅ,クラシック/シニア,G3,新潟,芝,1000m,短距離,直線,false
3,7,後半,マーキュリーカップ,まーきゅりーかっぷ,クラシック/シニア,G3,盛岡,ダート,2000m,中距離,左,false
3,7,後半,福島テレビオープン,ふくしまてれびおーぷん,クラシック/シニア,OP,福島,芝,1200m,短距離,右,false
3,8,前半,エルムステークス,えるむすてーくす,クラシック/シニア,G3,札幌,ダート,1700m,マイル,右,false
3,8,前半,関越ステークス,かんえつすてーくす,クラシック/シニア,OP,新潟,芝,1800m,マイル,左外,false
3,8,前半,UHB賞,ゆーえいちびーしょう,クラシック/シニア,OP,札幌,芝,1200m,短距離,右,false
3,8,前半,関屋記念,せきやきねん,クラシック/シニア,G3,新潟,芝,1600m,マイル,左外,false
3,8,前半,阿蘇ステークス,あそすてーくす,クラシック/シニア,OP,小倉,ダート,1700m,マイル,右,false
3,8,前半,札幌日経オープン,さっぽろにっけいおーぷん,クラシック/シニア,OP,札幌,芝,2600m,長距離,右,false
3,8,前半,小倉記念,こくらきねん,クラシック/シニア,G3,小倉,芝,2000m,中距離,右,false
3,8,後半,NST賞,えぬえすてぃーしょう,クラシック/シニア,OP,新潟,ダート,1200m,短距離,左,false
3,8,後半,キーンランドカップ,きーんらんどかっぷ,クラシック/シニア,G3,札幌,芝,1200m,短距離,右,false
3,8,後半,クラスターカップ,くらすたーかっぷ,クラシック/シニア,G3,盛岡,ダート,1200m,短距離,左,false
3,8,後半,BSN賞,びーえすえぬしょう,クラシック/シニア,OP,新潟,ダート,1800m,マイル,左,false
3,8,後半,北九州記念,きたきゅうしゅうきねん,クラシック/シニア,G3,小倉,芝,1200m,短距離,右,false
3,8,後半,朱鷺ステークス,ときすてーくす,クラシック/シニア,OP,新潟,芝,1400m,短距離,左内,false
3,8,後半,札幌記念,さっぽろきねん,クラシック/シニア,G2,札幌,芝,2000m,中距離,右,false
3,8,後半,小倉日経オープン,こくらにっけいおーぷん,クラシック/シニア,OP,小倉,芝,1800m,マイル,右,false
3,9,前半,新潟記念,にいがたきねん,クラシック/シニア,G3,新潟,芝,2000m,中距離,左外,false
3,9,前半,丹頂ステークス,たんちょうすてーくす,クラシック/シニア,OP,札幌,芝,2600m,長距離,右,false
3,9,前半,京成杯オータムハンデキャップ,けいせいはいおーたむはんできゃっぷ,クラシック/シニア,G3,中山,芝,1600m,マイル,right外,false
3,9,前半,エニフステークス,えにふすてーくす,クラシック/シニア,OP,阪神,ダート,1400m,短距離,右,false
3,9,前半,セントウルステークス,せんとうるすてーくす,クラシック/シニア,G2,阪神,芝,1200m,短距離,右内,false
3,9,前半,ラジオ日本賞,らじおにっぽんしょう,クラシック/シニア,OP,中山,ダート,1800m,マイル,右,false
3,9,後半,オールカマー,おーるかまー,クラシック/シニア,G2,中山,芝,2200m,中距離,right外,false
3,9,後半,ポートアイランドステークス,ぽーとあいらんどすてーくす,クラシック/シニア,OP,阪神,芝,1600m,マイル,right外,false
3,9,後半,シリウスステークス,しりうすすてーくす,クラシック/シニア,G3,阪神,ダート,2000m,中距離,右,false
3,9,後半,スプリンターズステークス,すぷりんたーずすてーくす,クラシック/シニア,G1,中山,芝,1200m,短距離,右外,false
3,9,後半,さざんかテレビ杯,さざんかてれびはい,クラシック/シニア,G2,船橋,ダート,1800m,マイル,左,false
3,9,後半,ながつきステークス,ながつきすてーくす,クラシック/シニア,OP,中山,ダート,1200m,短距離,右,false
3,10,前半,グリーンチャンネルカップ,ぐりーんちゃんねるかっぷ,クラシック/シニア,OP,東京,ダート,1400m,短距離,左,false
3,10,前半,オパールステークス,おぱーるすてーくす,クラシック/シニア,OP,京都,芝,1200m,短距離,右内,false
3,10,前半,京都大賞典,きょうとだいしょうてん,クラシック/シニア,G2,京都,芝,2400m,中距離,右外,false
3,10,前半,オクトーバーステークス,おくとーばーすてーくす,クラシック/シニア,OP,東京,芝,2000m,中距離,left,false
3,10,前半,府中ウマ娘ステークス,ふちゅううまむすめすてーくす,クラシック/シニア,G2,東京,芝,1800m,マイル,左,false
3,10,前半,信越ステークス,しんえつすてーくす,クラシック/シニア,OP,新潟,芝,1400m,短距離,左内,false
3,10,前半,東京盃,とうきょうはい,クラシック/シニア,G2,大井,ダート,1200m,短距離,右,false
3,10,前半,太秦ステークス,うずまさすてーくす,クラシック/シニア,OP,京都,ダート,1800m,マイル,右,false
3,10,前半,毎日王冠,まいにちおうかん,クラシック/シニア,G2,東京,芝,1800m,マイル,左,false
3,10,前半,レディスプレリュード,れでぃすぷれりゅーど,クラシック/シニア,G2,大井,ダート,1800m,マイル,右,false
3,10,前半,マイルチャンピオンシップ南部杯,まいるちゃんぴおんしっぷなんぶはい,クラシック/シニア,G1,盛岡,ダート,1600m,マイル,左,false
3,10,後半,富士ステークス,ふじすてーくす,クラシック/シニア,G2,東京,芝,1600m,マイル,左,false
3,10,後半,スワンステークス,すわんすてーくす,クラシック/シニア,G2,京都,芝,1400m,短距離,右外,false
3,10,後半,天皇賞（秋）,てんのうしょうあき,クラシック/シニア,G1,東京,芝,2000m,中距離,左,false
3,10,後半,カシオペアステークス,かしおぺあすてーくす,クラシック/シニア,OP,京都,芝,1800m,マイル,right外,false
3,10,後半,ブラジルカップ,ぶらじるかっぷ,クラシック/シニア,OP,東京,ダート,2100m,中距離,左,false
3,10,後半,ルミエールオータムダッシュ,るみえーるおーたむだっしゅ,クラシック/シニア,OP,新潟,芝,1000m,短距離,直線,false
3,10,後半,室町ステークス,むろまちすてーくす,クラシック/シニア,OP,京都,ダート,1200m,短距離,右,false
3,11,前半,エリザベス女王杯,えりざべすじょおうはい,クラシック/シニア,G1,京都,芝,2200m,中距離,右外,false
3,11,前半,福島記念,ふくしまきねん,クラシック/シニア,G3,福島,芝,2000m,中距離,右,false
3,11,前半,オーロカップ,おーろかっぷ,クラシック/シニア,OP,東京,芝,1400m,短距離,左,false
3,11,前半,アルゼンチン共和国杯,あるぜんちんきょうわこくはい,クラシック/シニア,G2,東京,芝,2500m,長距離,左,false
3,11,前半,みやこステークス,みやこすてーくす,クラシック/シニア,G3,京都,ダート,1800m,マイル,右,false
3,11,前半,JBCスプリント,じぇいびーしーすぷりんと,クラシック/シニア,G1,大井,ダート,1200m,短距離,右,false
3,11,前半,JBCレディスクラシック,じぇいびーしーれでぃすくらしっく,クラシック/シニア,G1,大井,ダート,1800m,マイル,右,false
3,11,前半,武蔵野ステークス,むさしのすてーくす,クラシック/シニア,G3,東京,ダート,1600m,マイル,左,false
3,11,前半,JBCクラシック,じぇいびーしーくらしっく,クラシック/シニア,G1,大井,ダート,2000m,中距離,右,false
3,11,後半,霜月ステークス,しもつきすてーくす,クラシック/シニア,OP,東京,ダート,1400m,短距離,左,false
3,11,後半,京阪杯,けいはんはい,クラシック/シニア,G3,京都,芝,1200m,短距離,右内,false
3,11,後半,福島民友カップ,ふくしまみんゆうかっぷ,クラシック/シニア,OP,福島,ダート,1700m,マイル,右,false
3,11,後半,ジャパンカップ,じゃぱんかっぷ,クラシック/シニア,G1,東京,芝,2400m,中距離,左,false
3,11,後半,キャピタルステークス,きゃぴたるすてーくす,クラシック/シニア,OP,東京,芝,1600m,マイル,左,false
3,11,後半,アンドロメダステークス,あんどろめだすてーくす,クラシック/シニア,OP,京都,芝,2000m,中距離,右内,false
3,11,後半,マイルチャンピオンシップ,まいるちゃんぴおんしっぷ,クラシック/シニア,G1,京都,芝,1600m,マイル,右外,false
3,11,後半,オータムリーフステークス,おーたむりーふすてーくす,クラシック/シニア,OP,京都,ダート,1200m,短距離,右,false
3,12,前半,ラピスラズリステークス,らぴすらずりすてーくす,クラシック/シニア,OP,中山,芝,1200m,短距離,right外,false
3,12,前半,ステイヤーズステークス,すていやーずすてーくす,クラシック/シニア,G2,中山,芝,3600m,長距離,右内,false
3,12,前半,クイーン賞,くいーんしょう,クラシック/シニア,G3,船橋,ダート,1800m,マイル,左,false
3,12,前半,ディセンバーステークス,でぃせんばーすてーくす,クラシック/シニア,OP,中山,芝,1800m,マイル,右内,false
3,12,前半,中日新聞杯,ちゅうにちしんぶんはい,クラシック/シニア,G3,中京,芝,2000m,中距離,左,false
3,12,前半,チャレンジカップ,ちゃれんじかっぷ,クラシック/シニア,G3,阪神,芝,2000m,中距離,右内,false
3,12,前半,チャンピオンズカップ,ちゃんぴおんずかっぷ,クラシック/シニア,G1,中京,ダート,1800m,マイル,左,false
3,12,前半,ターコイズステークス,たーこいずすてーくす,クラシック/シニア,G3,中山,芝,1600m,マイル,right外,false
3,12,前半,タンザナイトステークス,たんざないとすてーくす,クラシック/シニア,OP,阪神,芝,1200m,短距離,右内,false
3,12,前半,リゲルステークス,りげるすてーくす,クラシック/シニア,OP,阪神,芝,1600m,マイル,right外,false
3,12,前半,カペラステークス,かぺらすてーくす,クラシック/シニア,G3,中山,ダート,1200m,短距離,右,false
3,12,前半,師走ステークス,しわすすてーくす,クラシック/シニア,OP,中山,ダート,1800m,マイル,右,false
3,12,後半,ギャラクシーステークス,ぎゃらくしーすてーくす,クラシック/シニア,OP,阪神,ダート,1400m,短距離,右,false
3,12,後半,阪神カップ,はんしんかっぷ,クラシック/シニア,G2,阪神,芝,1400m,短距離,右内,false
3,12,後半,東京大賞典,とうきょうだいしょうてん,クラシック/シニア,G1,大井,ダート,2000m,中距離,右,false
3,12,後半,ベテルギウスステークス,べてるぎうすすてーくす,クラシック/シニア,OP,阪神,ダート,1800m,マイル,右,false
3,12,後半,有馬記念,ありまきねん,クラシック/シニア,G1,中山,芝,2500m,長距離,右内,false
